client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K00275,2023-11-20,25-34,F,professional_services,large,employee,nl,Gelderland,assertiviteit,persoonlijk leiderschap,saying-no|energy-management|decision-making,want:stress_resilience,0.4221,0.4852,0.6398,0.5491,0.4879,0.1987,0.0079,0.6083,low,In professional services vind ik het lastig 'nee' te zeggen en mijn energie goed in te delen—ik wil assertiever en beter voor mezelf opkomen.
K00276,2023-01-21,55-64,F,professional_services,small,manager,nl,Zuid-Holland,emotieregulatie,samenwerken,alignment|team-roles|trust-building|rumination-reduction,want:collaboration|want:emotion_reg|style:structured,0.2664,0.6389,0.7816,0.3583,0.6524,0.6155,0.3267,0.3275,low,Als manager merk ik dat emoties en oude patronen mijn samenwerking met het team beïnvloeden—ik wil meer rust en vertrouwen in mijn team creëren.
K00277,2023-06-21,55-64,F,transport_logistics,large,employee,nl,Noord-Holland,zelfvertrouwen,communicatie,imposter-feelings|speaking-up|feedback-skills,style:challenging|want:confidence,0.4994,0.5241,0.4798,0.4711,0.1177,0.2468,0.4216,0.0962,high,In transport & logistiek voel ik me onzeker in mijn communicatie en durf ik niet goed mijn standpunt in te nemen—dit gaat nu echt aan mijn zelfvertrouwen knagen.
K00278,2023-06-03,45-54,M,transport_logistics,small,employee,nl,Noord-Holland,stress,zelfvertrouwen,recovery-routines|saying-no|visibility,want:stress_resilience|style:same-sector,0.5727,0.5065,0.1068,0.674,0.1769,0.5373,0.1664,0.5983,low,Ik ben uitgeput in transport & logistiek en merk dat ik niet goed grenzen stel en mezelf onzichtbaar maak—ik wil dit patroon doorbreken.
K00279,2023-09-18,25-34,M,public,large,employee,nl,Limburg,zelfonderzoek,balans werk/prive,reflection-habits|emotion-awareness|value-alignment|identity-clarity,want:self_insight|style:supportive|want:career_dev,0.6233,0.6951,0.8438,0.6555,0.2803,0.3878,0.0853,0.6908,high,In de publieke sector voel ik een groot gat tussen mijn echte waarden en hoe ik mijn werk en privéleven invul—ik wil daar nu werkelijk helderheid in krijgen.
K00280,2023-09-09,35-44,F,public,medium,employee,nl|other,Zuid-Holland,leiderschap,,difficult-conversations|delegation|decision-making,style:flexible|style:structured|want:communication,0.1846,0.5808,0.9261,0.4887,0.268,0.2551,0.345,0.3639,high,"Ik zit in de publieke sector en ben klaar voor meer verantwoordelijkheid, maar ik struikel over moeilijke gesprekken voeren en goed delegeren—dit belemmert mijn groei."
K00281,2023-07-17,35-44,M,professional_services,large,employee,nl,Groningen,persoonlijk leiderschap,stress,perfectionism|workload-negotiation|recovery-routines|decision-making,style:experienced|want:leadership_dev|style:structured,0.1878,0.4664,0.3731,0.3803,0.4314,0.9133,0.8173,0.5384,low,In professional services ben ik perfectionist geworden en dat kost me veel energie—ik wil beter balans vinden en bewuster keuzes maken.
K00282,2023-02-09,45-54,F,professional_services,large,employee,nl,Overijssel,stress,leiderschap,workload-negotiation|perfectionism,style:structured|want:self_insight,0.4695,0.2397,0.5634,0.4011,0.7506,0.6395,0.3597,0.4746,med,De werkdruk in professional services wordt me te veel en ik zie mijn perfectionisme als een rem—het is tijd dit aan te pakken.
K00283,2023-05-01,25-34,F,insurance_finance,small,employee,nl,Utrecht,zelfonderzoek,persoonlijk leiderschap,reflection-habits|ownership-taking|value-alignment,want:leadership_dev|want:self_insight|style:experienced,0.0957,0.4444,0.1498,0.8077,0.7183,0.8755,0.3688,0.6479,med,Als jonge medewerker in finance merk ik dat ik meer grip wil op mijn keuzes en wil weten wat ik echt waardeer—reflectie en eigenaarschap zijn mijn volgende stap.
K00284,2023-07-21,25-34,F,transport_logistics,medium,employee,nl|en|other,Gelderland,zelfvertrouwen,loslaten,speaking-up|visibility,want:confidence|style:flexible,0.2188,0.3751,0.4673,0.6713,0.354,0.2346,0.6572,0.2576,high,In transport & logistiek hou ik mezelf klein en durf ik niet goed zichtbaar te zijn—als jong talent wil ik hier echt doorheen breken.
K00285,2023-09-03,55-64,M,transport_logistics,medium,manager,nl,Overijssel,persoonlijk leiderschap,balans werk/prive,value-alignment|recovery-routines|ownership-taking,want:stress_resilience|want:balance,0.7805,0.4606,0.2568,0.0844,0.7308,0.1984,0.332,0.3291,high,Als manager in transport & logistiek voel ik dat ik tussen mijn waarden en werkdrukt klem zit—ik wil bewuster keuzes maken en beter voor mezelf zorgen.
K00286,2023-07-20,45-54,F,transport_logistics,medium,manager,nl,Groningen,samenwerken,stress,conflict-handling|team-roles,style:challenging|want:collaboration,0.2399,0.5797,0.7129,0.3333,0.868,0.3268,0.6775,0.7039,high,In transport & logistiek ervaar ik nu veel spanning in het team en ben ik gestresseerd—ik wil als manager beter conflicten aanpakken en helderheid creëren.
K00287,2023-05-24,25-34,M,transport_logistics,large,director,nl,Noord-Holland,stress,persoonlijk leiderschap,energy-management|workload-negotiation|value-alignment|ownership-taking,want:stress_resilience|style:supportive|style:flexible,0.8262,0.7609,0.7993,0.5638,0.1517,0.7824,0.7053,0.9285,med,"Ik merk dat ik als director in transport & logistics te veel op mijn schouders neem en mezelf opbrand met werk dat eigenlijk niet van mij is. Ik wil beter leren waar mijn grenzen liggen en wat ik écht belangrijk vind, zodat ik weer energie krijg en bewuster leid."
K00288,2023-11-15,55-64,F,zorg,large,employee,nl|en,Utrecht,balans werk/prive,,recovery-routines|energy-management|boundary-setting|role-conflict,style:structured|want:balance,0.538,0.8417,0.5367,0.7818,0.6574,0.9068,0.5021,0.8238,med,Na jaren in de zorg ben ik uitgeput en krijg ik het niet voor elkaar om echt los te laten als ik thuiskom. Ik zoek handvatten om mijn grenzen scherper te stellen en ruimte voor herstel in mijn dag in te bouwen.
K00289,2023-11-20,35-44,M,insurance_finance,large,manager,nl,Zuid-Holland,loopbaan,,direction-clarity|transition-planning|values-mapping,style:directive|want:career_dev|style:supportive,0.5917,0.2369,0.4571,0.3332,0.4283,0.8825,0.3696,0.8057,low,Als manager in de financiële sector voel ik dat ik op een kruispunt sta en niet meer zeker weet waar ik heen wil. Ik wil helderheid krijgen over mijn volgende stap en wat werkelijk bij mij past.
K00290,2023-04-13,25-34,F,professional_services,small,employee,nl,Noord-Brabant,loopbaan,stress,calming-techniques|identity-clarity|values-mapping,style:supportive|want:career_dev,0.9679,0.9318,0.737,0.7833,0.396,0.8162,0.2894,0.4009,med,Mijn loopbaanswitch naar professional services voelt spannend en ik merk dat stress mijn helderheid versluiert. Ik wil mijn rust teruggrijpen en beter begrijpen wie ik werkelijk ben in deze nieuwe rol.
K00291,2023-12-02,35-44,F,zorg,small,employee,nl,Noord-Brabant,assertiviteit,stress,boundary-setting|saying-no|speaking-up,style:experienced|style:structured,0.6408,0.7101,0.6776,0.2041,0.5837,0.6179,0.5877,0.0687,med,"In de zorg wordt er veel van me verwacht en ik zeg bijna altijd ja, waardoor ik mezelf klein maak. Ik wil leren assertiever op te treden en mijn grenzen duidelijk aan te geven zonder me schuldig te voelen."
K00292,2023-05-04,35-44,M,transport_logistics,large,employee,nl,Gelderland,communicatie,,feedback-skills|nonviolent-communication,want:communication|style:directive|style:experienced,0.5824,0.4593,0.6912,0.2632,0.0903,0.379,0.2681,0.798,med,Ik merk dat mijn feedback niet aankomt en gesprekken met collega's in transport & logistics soms escaleren. Ik wil beter leren communiceren zodat ik mijn boodschap écht overkom.
K00293,2023-07-25,25-34,F,public,medium,employee,nl,Zuid-Holland,stress,zelfonderzoek,calming-techniques|values-mapping|emotion-awareness,want:stress_resilience|style:directive|want:career_dev,0.2329,0.3149,0.1082,0.2672,0.1267,0.2393,0.4697,0.6382,high,De stress in mijn huidige rol in de publieke sector is zo hoog opgelopen dat ik niet meer goed weet wat ik voel of waar mijn waarden liggen. Ik heb nu echt hulp nodig om mijn rust terug te vinden en mezelf weer te snappen.
K00294,2023-04-14,25-34,M,public,large,employee,nl,Utrecht,zelfonderzoek,stress,imposter-feelings|recovery-routines|perfectionism|emotion-awareness,want:emotion_reg|want:stress_resilience|style:flexible,0.2206,0.4142,0.1385,0.354,0.6538,0.4015,0.9233,0.8462,high,"Ik zit vast in perfectionisme en imposter-gevoelens in de publieke sector, wat me totaal uitput en belemmert. Ik wil mijn patronen doorbreken en weer voelen dat ik genoeg ben zoals ik ben."
K00295,2023-12-15,25-34,M,zorg,medium,employee,nl|en,Noord-Brabant,persoonlijk leiderschap,balans werk/prive,value-alignment|decision-making|recovery-routines,style:structured|style:same-sector|style:experienced,0.7263,0.5618,0.6729,0.7032,0.7954,0.4352,0.5184,0.9874,med,"Ik werk in de zorg en voel me voortdurend verscheurd tussen wat ik wil en wat ik doe, waardoor ik nooit echt kan bijkomen. Ik wil mijn waarden beter afstemmen op mijn keuzes en weer genieten van het werk."
K00296,2023-07-10,35-44,M,zorg,large,director,nl,Zuid-Holland,persoonlijk leiderschap,,self-direction|value-alignment,want:leadership_dev|style:flexible,0.4697,0.7285,0.4808,0.5954,0.4229,0.6747,0.4672,0.3065,high,Als director in de zorg merk ik dat ik niet vanuit mijn eigen kompas leid maar te veel door verwachtingen word gestuurd. Ik wil nu echt mijn eigen weg bepalen en integraal leiderschap vormgeven.
K00297,2023-09-16,25-34,F,zorg,large,employee,nl,Zuid-Holland,loopbaan,stress,calming-techniques|boundary-setting,want:stress_resilience|style:structured|want:assertiveness,0.6265,0.6177,0.1893,0.5369,0.7309,0.3915,0.6992,0.4086,med,"Mijn loopbaan in de zorg voelt onzeker en stressvol, waardoor ik constant in reactieve modus zit. Ik wil rust vinden en mijn grenzen beter bewaken zodat ik weer ruimte heb voor nadenken."
K00298,2023-03-20,35-44,F,professional_services,large,employee,nl,Overijssel,persoonlijk leiderschap,leiderschap,delegation|energy-management|ownership-taking,want:balance|want:leadership_dev,0.6037,0.8177,0.1699,0.6908,0.7365,0.4852,0.8141,0.3044,high,"Als medewerker met leidinggevende taken in professional services voel ik me overbelast en kan ik niet goed delegeren, wat me uitput. Ik wil leren eigenaarschap te nemen en mijn energie slimmer in te zetten."
K00299,2023-01-06,45-54,M,public,small,employee,nl,Zuid-Holland,communicatie,,difficult-conversations|nonviolent-communication|listening,style:experienced|style:structured,0.5775,0.222,0.8549,0.3186,0.7776,0.9172,0.8082,0.7402,med,In mijn rol in de publieke sector loop ik tegen moeilijke gesprekken aan en weet ik niet goed hoe ik luisterend en respectvol kan blijven. Ik wil mijn communicatievaardigheden aanscherpen zodat ik beter kan verbinden.
K00300,2023-07-17,25-34,M,zorg,small,manager,nl,Overijssel,persoonlijk leiderschap,zelfonderzoek,identity-clarity|pattern-awareness|limiting-beliefs,style:directive|want:career_dev|want:self_insight,0.4095,0.5776,0.7113,0.4053,0.7896,0.9503,0.6781,0.5183,med,Als manager in de zorg zit ik in mijn eigen weg en herken ik steeds dezelfde patronen die me tegenhouden. Ik wil me beter begrijpen en mijn limiterende overtuigingen loslaten zodat ik als leider groeien kan.
K00301,2023-12-13,45-54,F,professional_services,medium,employee,nl,Noord-Brabant,persoonlijk leiderschap,,energy-management|self-direction|value-alignment|decision-making,want:balance|want:self_insight,0.522,0.7441,0.0692,0.8903,0.071,0.5365,0.6221,0.7744,med,Ik ben als medewerker in professional services voortdurend bezig maar voelt het niet meer als mijn keuze. Ik wil beter afstemmen wat werkelijk van belang voor me is en mijn energie wijzer verdelen.
K00302,2023-02-12,35-44,M,insurance_finance,large,manager,nl|en,Noord-Brabant,stress,balans werk/prive,saying-no|recovery-routines,want:balance|want:stress_resilience,0.6595,0.9002,0.7047,0.7136,0.4324,0.0643,0.6235,0.9784,low,Als manager in insurance & finance zeg ik steeds ja tegen extra werk en krijg ik niet de rust die ik nodig heb. Ik wil leren nee te zeggen en ruimte voor herstel inbouwen zonder het werk in gevaar te brengen.
K00303,2023-09-26,35-44,M,insurance_finance,medium,manager,nl,Gelderland,balans werk/prive,zelfonderzoek,role-conflict|boundary-setting|values-mapping|reflection-habits,want:stress_resilience|want:assertiveness,0.5849,0.7037,0.1305,0.1463,0.5261,0.5114,0.5793,0.6542,low,"Ik ben manager in insurance & finance en merk dat ik mezelf niet altijd herken in mijn rol, wat verwarring oplevert. Ik wil meer inzicht in wie ik ben en hoe mijn privé-leven beter aansluit op mijn werk."
K00304,2023-09-27,35-44,F,zorg,medium,employee,nl,Noord-Holland,stress,,saying-no|workload-negotiation|recovery-routines,style:same-sector|style:directive,0.3408,0.3024,0.5716,0.4816,0.7676,0.7669,0.2812,0.6988,high,"De werkdruk in de zorg is voor mij onhoudbaar geworden en ik kan niet loslaten, wat leidt tot uitputting. Ik moet nú stappen nemen om mijn werkload terug te brengen en echte herstel mogelijk te maken."
K00305,2023-12-15,35-44,M,professional_services,small,employee,nl,Utrecht,communicatie,,listening|feedback-skills,want:communication,0.3827,0.8354,0.3886,0.8416,0.4565,0.575,0.2364,0.2628,med,Ik merk dat mijn luistervaardigheid in professional services beter kan en dat ik feedback niet altijd goed geef. Ik wil meer verbinding in mijn gesprekken tot stand brengen met collega's en klanten.
K00306,2023-01-24,45-54,M,transport_logistics,medium,employee,nl,Noord-Holland,persoonlijk leiderschap,loopbaan,values-mapping|energy-management,style:flexible|want:balance,0.252,0.377,0.426,0.0472,0.2361,0.6955,0.4227,0.7394,high,Als medewerker in transport & logistics voel ik me energieloos en weet ik niet meer wat mij werkelijk drijft. Ik wil nu echt uitzoeken wat bij mij past en mijn loopbaan opnieuw uitlijnen met mijn waarden.
K00307,2023-03-16,25-34,F,zorg,large,manager,nl,Friesland,stress,,boundary-setting|recovery-routines,style:experienced|style:structured,0.6639,0.7765,0.7876,0.4858,0.5332,0.3628,0.6659,0.7264,high,Ik merk dat de druk in mijn managementrol steeds zwaarder wordt en ik kom niet meer tot echt rust. Ik wil leren hoe ik gezondere grenzen kan stellen en routines opbouw waarmee ik echt kan herstellen.
K00308,2023-05-02,45-54,F,zorg,medium,employee,nl,Gelderland,zelfvertrouwen,leiderschap,speaking-up|decision-making,style:challenging|style:experienced,0.8168,0.2619,0.7523,0.8048,0.4393,0.6863,0.5652,0.6393,med,Als ervaren medewerker in de zorg voel ik me soms geremd in mijn eigen visie en durft niet voluit mijn stem te laten horen. Ik wil meer zelfvertrouwen krijgen om beter mee te denken in beslissingen.
K00309,2023-09-25,25-34,M,insurance_finance,large,employee,nl,Utrecht,balans werk/prive,persoonlijk leiderschap,self-direction|energy-management,want:self_insight|want:leadership_dev,0.9054,0.6302,0.6189,0.3036,0.8123,0.5167,0.7016,0.3474,high,Mijn werk vraagt zoveel van me dat mijn privéleven eronder lijdt en ik mezelf voortdurend leeg voel. Ik zoek nu hulp om beter richting te geven aan mijn eigen energie en prioriteiten.
K00310,2023-08-26,45-54,M,public,large,manager,nl,Utrecht,persoonlijk leiderschap,,value-alignment|energy-management|self-direction,want:balance|want:leadership_dev,0.6505,0.7371,0.4495,0.7101,0.0842,0.7861,0.2679,0.5298,med,Als manager wil ik duidelijker worden over wat mij werkelijk drijft en hoe ik dat beter kan uitleven in mijn werk. Ik voel dat mijn energie soms niet aansluit bij wat ik eigenlijk waard vind.
K00311,2023-12-15,55-64,F,professional_services,large,employee,nl,Zuid-Holland,communicatie,,nonviolent-communication|difficult-conversations,style:experienced|style:structured,0.6433,0.5173,0.5304,0.4922,0.1444,0.394,0.3266,0.328,high,Lastige gesprekken in mijn werk voelen steeds meer als een belasting en ik merk dat ik mij niet altijd duidelijk kan uitdrukken zonder confict. Nu wil ik echt leren communiceren op een manier die aanvoelt voor mij.
K00312,2023-01-26,45-54,M,insurance_finance,large,manager,nl,Noord-Holland,zelfvertrouwen,balans werk/prive,imposter-feelings|boundary-setting|self-worth|visibility,style:structured|style:same-sector,0.2336,0.4439,0.4294,0.8268,0.1166,0.3659,0.325,0.6736,med,Als manager voel ik me regelmatig onzeker over mijn competenties en merk dat ik mezelf niet goed zichtbaar maak. Ik wil meer eigenwaarde voelen en beter voor mijn grenzen opkomen.
K00313,2023-05-27,35-44,F,zorg,small,employee,nl,Noord-Brabant,emotieregulatie,stress,perfectionism|recovery-routines,want:balance|want:stress_resilience,0.5643,0.2962,0.9534,0.4449,0.5327,0.2113,0.2969,0.6459,med,Mijn perfectionism in de zorg zorgt ervoor dat ik constant gespannen ben en mijn emoties lastig kan reguleren. Ik wil leren beter los te laten en rust in mijn werkdag inbouwen.
K00314,2023-06-10,55-64,M,insurance_finance,large,employee,nl,Limburg,loopbaan,,direction-clarity|transition-planning,style:challenging|style:structured|want:career_dev,0.6416,0.4766,0.2283,0.033,0.6673,0.5377,0.9607,0.589,low,"Na jaren in dezelfde rol voel ik dat ik iets anders wil, maar ik weet niet goed wat en hoe ik dat aan kan pakken. Coaching kan me helpen mijn volgende stap helder te krijgen."
