trajectory_id,client_id,coach_id,start_date,n_sessions,completed,dropout_reason,satisfaction_1_10,goal_achievement_1_10,evaluation_completed,rematch_requested,evaluation_comment
T00534,K00674,C0010,2024-03-09,3,True,,5.0,5.0,True,False,"Het traject is afgerond, maar zowel doelrealisatie als tevredenheid bleven onder verwachtingen; meer ondersteuning was mogelijk nodig geweest."
T00535,K00714,C0093,2024-03-09,4,True,,5.0,7.0,True,True,"De doelstellingen zijn grotendeels behaald, maar de tevredenheid over het traject was matig; mogelijk kunnen de aanpak of communicatie volgende keer beter aansluiten."
T00536,K01000,C0101,2024-03-10,7,True,,6.0,7.0,True,False,"Goed voortgang geboekt met de gestelde doelen, hoewel de ervaring van het traject zelf nog ruimte voor verbetering laat."
T00537,K00869,C0030,2024-03-10,2,False,disappeared,,,False,True,
T00538,K01045,C0034,2024-03-11,10,True,,6.0,8.0,True,False,Sterke doelrealisatie bereikt met een redelijk tevredenheidsscores; een solide traject met goede resultaten.
T00539,K01368,C0094,2024-03-11,3,False,no-longer-wanted,5.0,7.0,True,False,"Het traject is voortijdig beëindigd op verzoek van de coachee, ondanks dat redelijke voortgang werd geboekt met de doelstellingen."
T00540,K01237,C0088,2024-03-11,7,True,,,,False,False,
T00541,K01037,C0103,2024-03-11,7,True,,6.0,9.0,True,False,"Uitstekende doelrealisatie bereikt; de tevredenheid kan nog iets hoger, maar het traject heeft duidelijk waarde opgeleverd."
T00542,K00920,C0031,2024-03-13,3,True,,5.0,8.0,True,False,"Goed resultaat geboekt op doelrealisatie, hoewel de persoonlijke tevredenheid matig bleef; de output was beter dan de ervaring."
T00543,K00805,C0072,2024-03-13,5,True,,4.0,8.0,True,True,"Ondanks lage tevredenheid zijn de doelen substantieel behaald; mogelijk mismatch tussen verwachtingen en werkwijze, maar wel effectief."
T00544,K01054,C0082,2024-03-14,6,True,,3.0,7.0,True,True,Lage tevredenheid en matige doelrealisatie duiden op een lastig verloop; aandachtspunten voor betrokkenheid en begeleiding in volgende trajecten.
T00545,K01375,C0066,2024-03-14,6,True,,,,False,True,
T00546,K00991,C0116,2024-03-14,4,True,,5.0,9.0,True,True,"Excellente doelrealisatie bereikt, hoewel de tevredenheid wat achterbleef; sterk resultaatgericht traject ondanks reserveringen."
T00547,K01492,C0066,2024-03-15,6,True,,6.0,7.0,True,False,Solide voortgang met goed bereikte doelen en redelijke tevredenheid; een evenwichtig afgerond traject.
T00548,K01176,C0005,2024-03-18,9,True,,8.0,8.0,True,False,Zeer goed traject met sterke doelrealisatie en hoge tevredenheid; een succesvol en waardevol traject voor de coachee.
T00549,K00863,C0084,2024-03-19,10,True,,,,False,False,
T00550,K01083,C0084,2024-03-19,7,True,,6.0,6.0,True,False,"Matige tevredenheid en gelijke doelrealisatie suggereren dat het traject redelijk op schema liep, maar niet bijzonder inspirerend was."
T00551,K01358,C0039,2024-03-20,9,True,,,,False,True,
T00552,K01424,C0116,2024-03-21,9,True,,6.0,9.0,True,False,Excellent doelbereik met redelijke tevredenheid; sterke inhoudelijke voortgang ondanks dat de ervaring nog wat meer glans kon gebruiken.
T00553,K00827,C0116,2024-03-21,7,True,,6.0,8.0,True,False,Goed voortgang met sterke doelrealisatie en redelijke tevredenheid; een waardevol en effectief traject.
T00554,K01139,C0025,2024-03-23,5,True,,6.0,9.0,True,False,Uitstekende doelrealisatie bereikt met redelijke tevredenheid; zeer effectief traject met sterke concrete resultaten.
T00555,K00975,C0092,2024-03-24,7,True,,5.0,7.0,True,False,"Redelijke voortgang geboekt op doelen met matige tevredenheid; het traject was effectief, maar kon in beleving nog beter."
T00556,K01250,C0106,2024-03-24,3,False,no-longer-wanted,,,False,False,
T00557,K00938,C0039,2024-03-24,5,False,disappeared,,,False,False,
T00558,K01218,C0112,2024-03-24,5,True,,7.0,7.0,True,True,Goed evenwichtig traject met zowel goede doelrealisatie als tevredenheid; een fijne en productieve samenwerking.
T00559,K00986,C0002,2024-03-25,3,True,,6.0,8.0,True,False,Sterke doelrealisatie met redelijke tevredenheid; een effectief traject dat goed heeft bijgedragen aan de gestelde doelen.
T00560,K01234,C0120,2024-03-27,7,True,,7.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en goede tevredenheid; een waardevol en inspirerend proces.
T00561,K01262,C0119,2024-04-01,9,True,,6.0,8.0,True,False,Sterke doelrealisatie bereikt met redelijke tevredenheid; een effectief traject met concrete resultaten.
T00562,K01361,C0073,2024-04-02,8,True,,5.0,6.0,True,False,"Het traject is afgerond, maar de tevredenheid bleef beperkt; de doelrealisatie was redelijk, hoewel meer betrokkenheid had kunnen helpen."
T00563,K00792,C0067,2024-04-03,3,False,disappeared,6.0,9.0,True,False,"Sterke voortgang op doelrealisatie, maar het contact is verloren gegaan voordat het traject kon worden afgerond."
T00564,K00658,C0048,2024-04-04,4,True,,3.0,7.0,True,True,Ondanks lage tevredenheid zijn de doelen redelijk gerealiseerd; de samenwerking was echter moeizaam.
T00565,K00959,C0036,2024-04-05,10,True,,,,False,False,
T00566,K00790,C0096,2024-04-06,5,True,,,,False,False,
T00567,K01311,C0072,2024-04-07,4,False,disappeared,9.0,9.0,True,False,"Uitstekende resultaten bereikt met sterke betrokkenheid, jammer dat het contact voortijdig verbroken is."
T00568,K01195,C0088,2024-04-07,11,True,,5.0,8.0,True,False,"Goed resultaat op doelrealisatie, hoewel de tevredenheid matig bleef; het traject is succesvol afgerond."
T00569,K01315,C0053,2024-04-07,8,True,,4.0,6.0,True,True,Traject afgerond met beperkte tevredenheid en matige doelrealisatie; verdere aandacht voor motivatie zou nuttig zijn geweest.
T00570,K01389,C0068,2024-04-09,5,True,,8.0,9.0,True,False,Zeer positief traject met hoge scores op beide dimensies en sterke betrokkenheid van de coachee.
T00571,K00701,C0035,2024-04-11,11,True,,,,False,False,
T00572,K00982,C0081,2024-04-11,11,True,,6.0,8.0,True,False,Goed afgerond traject met solide doelrealisatie en redelijke tevredenheid; een positieve samenwerking.
T00573,K00774,C0114,2024-04-12,12,True,,7.0,8.0,True,False,Traject succesvol afgerond met goed bereikt doelen en aangename samenwerking.
T00574,K01296,C0031,2024-04-13,8,True,,7.0,7.0,True,False,Evenwichtig traject met gelijke tevredenheid en doelrealisatie; de coachee is tevreden afgerond.
T00575,K01344,C0090,2024-04-14,8,True,,4.0,5.0,True,False,Traject afgerond met lage scores op beide aspecten; meer structuur en motivatie waren nodig geweest.
T00576,K00957,C0094,2024-04-14,4,True,,3.0,8.0,True,False,Discrepantie tussen lage tevredenheid en goede doelrealisatie; ondanks kritische houding zijn concrete resultaten behaald.
T00577,K00784,C0025,2024-04-14,8,True,,,,False,False,
T00578,K01383,C0030,2024-04-15,12,True,,,,False,True,
T00579,K00752,C0091,2024-04-16,3,False,no-longer-wanted,,,False,False,
T00580,K00696,C0095,2024-04-16,1,False,no-longer-wanted,4.0,6.0,True,True,De coachee heeft het traject voortijdig beëindigd; ondanks redelijke voortgang op doelen was de motivatie onvoldoende.
T00581,K01074,C0102,2024-04-16,3,False,no-longer-wanted,5.0,8.0,True,True,"Traject gestopt op verzoek van de coachee; doelrealisatie verliep goed, maar tevredenheid was niet hoog genoeg."
T00582,K00806,C0049,2024-04-19,9,True,,6.0,8.0,True,False,Solide afgerond traject met goede doelrealisatie en redelijke tevredenheid.
T00583,K00856,C0072,2024-04-19,9,True,,6.0,8.0,True,False,Traject succesvol afgerond met consistent goede resultaten op doelrealisatie.
T00584,K01152,C0075,2024-04-19,5,True,,5.0,6.0,True,True,Traject afgerond met matige scores; doelen waren slechts deels gerealiseerd en tevredenheid kon hoger.
T00585,K00776,C0052,2024-04-21,4,False,disappeared,7.0,7.0,True,True,"Goed verloop met solide doelrealisatie, maar contact verbroken voordat afrondingsfase kon plaatsvinden."
T00586,K00793,C0002,2024-04-22,8,True,,6.0,8.0,True,True,Positief traject met goed bereikt doelen en aanvaardbare tevredenheid; succesvolle afrondingen.
T00587,K01044,C0009,2024-04-24,5,False,no-longer-wanted,,,False,False,
T00588,K01295,C0116,2024-04-24,4,True,,6.0,8.0,True,False,Traject goed afgerond met solide doelrealisatie en redelijke tevredenheid van de coachee.
T00589,K01272,C0006,2024-04-24,1,False,disappeared,5.0,8.0,True,False,"Jammer dat het contact is verbroken; doelen waren duidelijk in zicht met een realisatiescore van 8, maar de tevredenheid bleef beperkt op 5."
T00590,K00829,C0017,2024-04-24,5,True,,4.0,7.0,True,True,"Het traject is afgerond met redelijke doelrealisatie (7), maar de lage tevredenheid (4) duidt op mogelijke onvoldoende afstemming."
T00591,K01027,C0013,2024-04-25,8,True,,7.0,7.0,True,False,Goed afgerond traject met evenwichtige resultaten op beide vlakken; coachee heeft solide voortgang geboekt.
T00592,K01114,C0119,2024-04-25,8,True,,,,False,False,
T00593,K01359,C0031,2024-04-26,12,True,,6.0,9.0,True,False,Sterk resultaat met excellente doelrealisatie (9) ondanks matige tevredenheid (6); de inhoudelijke voortgang overstijgt de waardering.
T00594,K00985,C0048,2024-04-26,1,False,disappeared,7.0,9.0,True,False,"Jammer dat het traject voortijdig is beëindigd, gezien de sterke doelrealisatie (9) en goeie tevredenheid (7)."
T00595,K00984,C0040,2024-04-26,8,True,,,,False,True,
T00596,K00684,C0099,2024-04-27,7,True,,8.0,8.0,True,False,Uitstekend traject met hoge scores op beide dimensies (8/8); coachee vertoont sterke betrokkenheid en duidelijke groei.
T00597,K00713,C0063,2024-05-01,10,True,,6.0,9.0,True,False,Prima afronding met sterke doelrealisatie (9) en voldoende tevredenheid (6); coachee heeft goed gebruik gemaakt van de begeleiding.
T00598,K01118,C0116,2024-05-01,10,True,,6.0,9.0,True,False,Sterk traject met uitstekende doelrealisatie (9); ondanks gemiddelde tevredenheid (6) zijn de inhoudelijke resultaten indrukwekkend.
T00599,K01032,C0114,2024-05-01,10,True,,5.0,8.0,True,True,Afgerond met sterke doelrealisatie (8) hoewel de tevredenheid matig was (5); inhoudelijke winst weegt op tegen subjectieve waardering.
T00600,K01405,C0058,2024-05-01,6,True,,,,False,False,
T00601,K00662,C0006,2024-05-02,4,True,,2.0,1.0,True,False,Dit traject is niet succesvol geweest met minimale doelrealisatie (1) en zeer lage tevredenheid (2); herijking van aanpak is nodig.
T00602,K01159,C0008,2024-05-03,8,True,,6.0,7.0,True,False,"Matig tot redelijk afgerond traject met gelijkmatige, maar niet indrukwekkende scores (6/7) op beide gebieden."
T00603,K00935,C0083,2024-05-03,3,False,disappeared,,,False,True,
T00604,K01392,C0072,2024-05-04,3,True,,5.0,9.0,True,False,Interessant profiel met sterke doelrealisatie (9) maar lage tevredenheid (5); mogelijk hebben verwachtingen niet aansloten bij werkelijkheid.
T00605,K01018,C0113,2024-05-04,9,True,,5.0,8.0,True,False,Afgerond met goede doelrealisatie (8) ondanks lage tevredenheid (5); de objectieve voortgang is duidelijker dan het gevoel van slagingskans.
T00606,K01023,C0045,2024-05-05,9,True,,5.0,8.0,True,False,Solide afgerond traject met sterke doelrealisatie (8) maar matige tevredenheid (5); inhoudelijk heeft de coachee goed geprofiteerd.
T00607,K01371,C0019,2024-05-06,5,True,,6.0,5.0,True,False,Gemengd beeld met matige doelrealisatie (5) en iets betere tevredenheid (6); het traject had meer structuur kunnen gebruiken.
T00608,K00733,C0094,2024-05-06,5,True,,,,False,False,
T00609,K00908,C0110,2024-05-07,10,True,,,,False,True,
T00610,K01353,C0009,2024-05-08,6,True,,,,False,True,
T00611,K00659,C0119,2024-05-08,7,True,,6.0,7.0,True,False,"Redelijk afgerond traject met gelijkmatige resultaten (6/7); voldoende voortgang bereikt, maar zonder uitschieters."
T00612,K01270,C0024,2024-05-09,11,True,,7.0,6.0,True,False,Goed afgerond met goede tevredenheid (7) hoewel doelrealisatie iets lager uitviel (6); coachee voelde zich goed ondersteund.
T00613,K01426,C0043,2024-05-09,2,False,disappeared,7.0,7.0,True,False,Jammer dat het contact verloren is gegaan ondanks evenwichtige voortgang (7/7); met voortzetting waren waarschijnlijk betere resultaten bereikt.
T00614,K00864,C0073,2024-05-10,4,False,disappeared,6.0,8.0,True,True,Voortijdige uitval is jammer gezien de positieve voortgang op beide fronten (6/8); continuïteit was essentieel geweest.
T00615,K00743,C0114,2024-05-10,2,False,disappeared,,,False,False,
T00616,K00875,C0013,2024-05-11,13,True,,8.0,9.0,True,False,Excellent traject met sterke resultaten op beide vlakken (8/9); coachee is zeer tevreden en heeft zeer solide doelen gerealiseerd.
T00617,K01038,C0085,2024-05-11,4,True,,4.0,7.0,True,True,"De doelstellingen zijn goed gerealiseerd, maar de tevredenheid blijft achter bij de verwachtingen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00618,K00978,C0039,2024-05-11,4,False,disappeared,,,False,True,
T00619,K01266,C0119,2024-05-11,6,True,,8.0,9.0,True,False,Uitstekend traject met sterke doelrealisatie en hoge tevredenheid; de coachee heeft duidelijk veel uit het proces gehaald.
T00620,K01005,C0025,2024-05-11,7,True,,,,False,False,
T00621,K01168,C0071,2024-05-12,4,False,external-coach,,,False,False,
T00622,K00707,C0031,2024-05-12,8,True,,,,False,True,
T00623,K01048,C0094,2024-05-12,8,True,,5.0,10.0,True,False,"De doelstellingen zijn volledig behaald, hoewel de tevredenheid gemiddeld is; dit suggereert dat het proces wellicht anders had kunnen verlopen."
T00624,K01208,C0113,2024-05-12,7,True,,4.0,7.0,True,False,Matige tevredenheid met redelijke doelrealisatie; het traject had effectiever kunnen zijn met meer afstemming op verwachtingen.
T00625,K00681,C0111,2024-05-12,8,True,,2.0,5.0,True,False,Onvoldoende resultaten op beide vlakken; dit traject heeft niet opgeleverd wat nodig was voor echte vooruitgang.
T00626,K01105,C0017,2024-05-13,9,True,,5.0,8.0,True,False,"Goede doelrealisatie ondanks gemiddelde tevredenheid; de coachee heeft vooruitgang geboekt, al was de ervaring niet optimaal."
T00627,K01504,C0103,2024-05-14,8,True,,,,False,True,
T00628,K01155,C0002,2024-05-14,8,True,,,,False,False,
T00629,K00709,C0006,2024-05-14,12,True,,6.0,9.0,True,False,Sterke doelrealisatie met voldoende tevredenheid; het traject heeft goed gewerkt ondanks enkele verbeterpunten.
T00630,K01462,C0025,2024-05-15,14,True,,,,False,False,
T00631,K00843,C0107,2024-05-15,8,True,,7.0,7.0,True,False,Degelijk traject met gelijke balans tussen doelrealisatie en tevredenheid; solide resultaten bereikt.
T00632,K01309,C0072,2024-05-16,5,False,disappeared,,,False,False,
T00633,K00766,C0016,2024-05-17,5,True,,5.0,6.0,True,True,"Gemiddelde resultaten op beide vlakken; het traject heeft enige waarde gehad, maar kon meer impact hebben gehad."
T00634,K00880,C0050,2024-05-18,6,True,,4.0,10.0,True,True,"Alle doelstellingen volledig behaald, hoewel de tevredenheid laag bleef; dit wijst op discrepantie tussen resultaat en beleving."
T00635,K01463,C0080,2024-05-18,8,True,,3.0,4.0,True,False,Tegenvallend traject met lage scores op beide dimensies; meer investering in engagement en doelstelling-scherping nodig.
T00636,K01151,C0042,2024-05-18,7,True,,8.0,7.0,True,False,Hoge tevredenheid met goed gerealiseerde doelen; een geslaagd traject dat de coachee veel waardering heeft opgeleverd.
T00637,K01106,C0006,2024-05-20,9,True,,5.0,7.0,True,False,"Gemiddelde tevredenheid met redelijke doelrealisatie; het traject heeft voortgang opgeleverd, zij het niet spectaculair."
T00638,K01126,C0116,2024-05-22,5,True,,,,False,True,
T00639,K00661,C0045,2024-05-22,3,False,disappeared,,,False,True,
T00640,K01451,C0039,2024-05-23,4,False,no-longer-wanted,,,False,True,
T00641,K00823,C0060,2024-05-24,13,True,,,,False,False,
T00642,K00740,C0097,2024-05-24,3,False,disappeared,5.0,8.0,True,False,"Het traject is voortijdig beëindigd nadat de coachee verdween; jammer, want er was potentieel voor verdere groei aanwezig."
T00643,K01502,C0096,2024-05-26,7,True,,,,False,False,
T00644,K00860,C0058,2024-05-26,5,True,,,,False,False,
T00645,K01228,C0050,2024-06-01,4,False,disappeared,,,False,True,
T00646,K01415,C0067,2024-06-02,5,True,,5.0,8.0,True,False,Goede doelrealisatie met gemiddelde tevredenheid; een werkzaam traject dat de coachee in staat stelde vooruit te gaan.
T00647,K00783,C0117,2024-06-03,10,True,,7.0,8.0,True,False,Geslaagd traject met goede tevredenheid en sterke doelrealisatie; de coachee heeft duidelijk profijt gehad.
T00648,K01169,C0088,2024-06-03,5,True,,4.0,5.0,True,True,Matige resultaten op beide vlakken; het traject had meer structuur en focus kunnen gebruiken voor betere uitkomsten.
T00649,K01172,C0107,2024-06-03,8,True,,8.0,9.0,True,False,Uitstekend afgerond traject met hoge tevredenheid en doelrealisatie; een zeer succesvol samenwerkingsproces.
T00650,K01471,C0050,2024-06-03,4,False,no-longer-wanted,,,False,False,
T00651,K01216,C0084,2024-06-06,14,True,,6.0,8.0,True,False,Positief traject met goed gerealiseerde doelen en redelijke tevredenheid; solide voortgang geboekt.
T00652,K00803,C0012,2024-06-08,7,True,,3.0,7.0,True,True,"Doelen goed gerealiseerd ondanks lage tevredenheid; de coachee bereikt resultaten, maar ervaart het proces als moeizaam."
T00653,K00797,C0065,2024-06-08,8,True,,6.0,8.0,True,False,"De doelen zijn goed gerealiseerd, maar de tevredenheid had hoger kunnen liggen. Het traject is succesvol afgerond ondanks gemengde ervaringen."
T00654,K00964,C0089,2024-06-09,12,True,,6.0,8.0,True,True,"De doelen zijn goed gerealiseerd, maar de tevredenheid had hoger kunnen liggen. Het traject is succesvol afgerond ondanks gemengde ervaringen."
T00655,K00804,C0077,2024-06-09,2,False,disappeared,,,False,False,
T00656,K00734,C0084,2024-06-09,7,True,,6.0,8.0,True,False,"De doelen zijn goed gerealiseerd, maar de tevredenheid had hoger kunnen liggen. Het traject is succesvol afgerond ondanks gemengde ervaringen."
T00657,K01477,C0108,2024-06-09,10,True,,5.0,9.0,True,True,"Uitstekende doelrealisatie, hoewel de tevredenheid kon verbeteren. Dit toont aan dat resultaten behaald zijn ondanks voorzichtige verwachtingen."
